CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_1879509147	0	5000.0	955	75	1	Homeimprovement
Application_978932694	0	15000.0	904	288	2	Car
Application_1017105040	2	14500.0	0	1	1	Car
Application_1436577209	0	25000.0	898	2	1	Homeimprovement
Application_1884930679	2	7000.0	0	1	1	Car
Application_1919095094	2	25700.0	0	4	1	Existingloantakeover
Application_653419987	0	16000.0	0	39	1	Extraspendinglimit
Application_1334132653	2	5000.0	0	7	1	Notspeficied
Application_217776112	2	45000.0	0	4	1	Homeimprovement
Application_418370443	2	10000.0	0	1	1	Extraspendinglimit
Application_132043853	2	17000.0	0	7	1	Remainingdebthome
Application_247218780	2	7500.0	0	1	1	Homeimprovement
Application_1148512690	2	30000.0	0	846	1	Car
Application_1040470785	2	25000.0	0	13	1	Existingloantakeover
Application_1364969454	1	25000.0	0	2867	1	Car
Application_1691148686	0	6000.0	656	32	1	Car
Application_2015493284	1	20000.0	0	44	1	Existingloantakeover
Application_1017548876	0	11000.0	0	61	2	Unknown
Application_940805536	2	14000.0	0	4	1	Debtrestructuring
Application_2010799641	0	10000.0	0	204	1	Car
Application_1223409818	0	0.0	796	2868	5	Unknown
Application_1209609930	0	15000.0	1003	2	1	Car
Application_1862860881	2	6000.0	0	1	1	Car
Application_1230970456	2	6500.0	0	16	1	Notspeficied
Application_1215456100	2	5000.0	0	7	1	Car
Application_1234369259	0	25000.0	814	47	1	Existingloantakeover
Application_1558720038	2	5000.0	0	1	1	Car
Application_151869027	2	10000.0	0	1	1	Other,seeexplanation
Application_466995162	0	10000.0	742	245	2	Homeimprovement
Application_682379169	2	25500.0	0	7	1	Homeimprovement
Application_929743536	2	10000.0	0	86	1	Car
Application_605485962	0	5000.0	925	2	1	Existingloantakeover
Application_1967909286	2	6000.0	0	1	1	Homeimprovement
Application_1336110675	0	11300.0	935	15	1	Car
Application_793191335	0	5000.0	1039	49	2	Homeimprovement
Application_603568134	0	30000.0	991	3	1	Other,seeexplanation
Application_476432103	0	17000.0	901	10	1	Homeimprovement
Application_1346377514	2	40000.0	0	2869	4	Caravan/Camper
Application_1562004107	0	15000.0	728	21	1	Existingloantakeover
Application_1658017534	0	12500.0	1027	103	1	Car
Application_207114246	0	10000.0	883	2870	2	Homeimprovement
Application_1052488188	0	30000.0	982	26	1	Homeimprovement
Application_1383370916	2	10000.0	0	86	1	Car
Application_1959700739	0	20000.0	921	83	2	Existingloantakeover
Application_1712536446	0	18500.0	663	2871	3	Existingloantakeover
Application_1748525406	0	15000.0	985	50	1	Car
Application_1302079040	0	10000.0	799	3	1	Homeimprovement
Application_818818485	2	5000.0	0	4	1	Car
Application_31620715	2	30000.0	0	16	1	Other,seeexplanation
Application_685223154	0	5500.0	1024	2872	3	Motorcycle
Application_749407121	0	5000.0	1018	125	2	Car
Application_17297122	0	10000.0	0	12	1	Extraspendinglimit
Application_240480311	0	22500.0	1007	2873	3	Existingloantakeover
Application_1088659857	0	6000.0	892	6	1	Existingloantakeover
Application_479128916	1	5000.0	0	46	1	Other,seeexplanation
Application_862579523	0	10000.0	672	8	1	Car
Application_1058523855	0	7500.0	970	31	1	Car
Application_327869700	0	25000.0	899	3	1	Homeimprovement
Application_1517932106	0	16000.0	1016	29	1	Caravan/Camper
Application_2017926774	0	10000.0	1098	23	1	Homeimprovement
Application_2131837815	0	23730.0	0	5	1	Car
Application_1908671300	2	0.0	0	74	1	Unknown
Application_1769646803	0	75000.0	854	12	1	Other,seeexplanation
Application_1546579068	0	23000.0	927	2874	1	Existingloantakeover
Application_427281832	0	21500.0	884	11	1	Existingloantakeover
Application_625941843	0	0.0	828	115	1	Unknown
Application_204736971	0	37000.0	1043	320	2	Homeimprovement
Application_1284720760	2	15000.0	0	1	1	Homeimprovement
Application_1569687495	0	20000.0	704	398	2	Other,seeexplanation
Application_416762983	0	5000.0	963	3	1	Car
Application_863165198	0	50000.0	598	8	1	Homeimprovement
Application_738421934	0	10000.0	1098	3	1	Existingloantakeover
Application_860792467	2	5000.0	0	1	1	Homeimprovement
Application_659573040	2	10000.0	0	117	2	Car
Application_871295989	2	15500.0	0	16	1	Car
Application_681209641	1	8000.0	0	143	1	Existingloantakeover
Application_657207068	0	34300.0	925	184	2	Other,seeexplanation
Application_1282123742	0	10000.0	841	47	1	Existingloantakeover
Application_513506293	0	27000.0	899	55	1	Existingloantakeover
Application_859848689	2	6000.0	0	16	1	Existingloantakeover
Application_1935398045	0	10000.0	922	29	1	Homeimprovement
Application_1858400132	0	16000.0	967	26	1	Car
Application_1949321751	0	25000.0	886	96	2	Homeimprovement
Application_1895493554	0	5000.0	916	90	1	Extraspendinglimit
Application_2076046642	0	50000.0	935	2	1	Car
Application_1463972237	1	30000.0	0	44	1	Existingloantakeover
Application_1637453084	1	7000.0	0	18	1	Car
Application_748698261	2	5000.0	0	7	1	Car
Application_1276311776	0	47000.0	861	535	2	Existingloantakeover
Application_1638603830	2	25000.0	0	1	1	Existingloantakeover
Application_71201942	0	20000.0	923	208	2	Homeimprovement
Application_1989201095	0	25000.0	1020	23	1	Caravan/Camper
Application_1288476240	2	27000.0	0	16	1	Existingloantakeover
Application_1574312656	2	25000.0	0	1	1	Other,seeexplanation
Application_1289120302	2	15000.0	0	1	1	Existingloantakeover
Application_1512468457	0	50000.0	899	25	1	Existingloantakeover
Application_359647418	2	15000.0	0	7	1	Homeimprovement
Application_430928640	1	15000.0	0	2875	1	Other,seeexplanation
Application_289271522	1	10000.0	0	18	1	Homeimprovement
Application_575605139	0	15000.0	798	31	1	Car
Application_394778745	1	6000.0	0	143	1	Existingloantakeover
Application_73070361	2	5000.0	0	7	1	Homeimprovement
Application_254140097	0	30000.0	832	23	1	Existingloantakeover
Application_1722688700	1	5000.0	0	2876	4	Homeimprovement
Application_1398191679	1	16500.0	0	18	1	Existingloantakeover
Application_139338483	2	5000.0	0	1	1	Car
Application_328986513	0	5000.0	1016	3	1	Caravan/Camper
Application_323652266	1	12500.0	0	198	1	Other,seeexplanation
Application_1213876016	0	5000.0	1064	58	2	Other,seeexplanation
Application_1269024343	0	25000.0	871	6	1	Homeimprovement
Application_514963651	0	30000.0	938	32	1	Existingloantakeover
Application_639558773	0	15000.0	983	35	1	Existingloantakeover
Application_1237067600	2	5000.0	0	2877	1	Homeimprovement
Application_1013997167	2	10000.0	0	1	1	Car
Application_282145560	2	6500.0	0	16	1	Existingloantakeover
Application_576399248	0	25000.0	1051	15	1	Homeimprovement
Application_2125738701	1	20000.0	0	561	2	Other,seeexplanation
Application_1594111365	0	25000.0	852	507	2	Car
Application_1140627285	0	29000.0	852	55	1	Existingloantakeover
Application_363543132	1	7300.0	0	18	1	Existingloantakeover
Application_1979568337	2	50000.0	0	16	1	Homeimprovement
Application_189663654	0	10000.0	901	26	1	Homeimprovement
Application_12466026	2	10000.0	0	353	1	Car
Application_549928978	1	10000.0	0	126	1	Existingloantakeover
Application_192007252	0	20000.0	835	465	2	Car
Application_165927441	0	20000.0	1085	26	1	Homeimprovement
Application_1632924257	0	10000.0	1073	26	1	Homeimprovement
Application_1409027652	2	60000.0	0	16	1	Other,seeexplanation
Application_916621514	2	10000.0	0	14	2	Car
Application_169221378	2	12000.0	0	93	2	Homeimprovement
Application_192484152	0	15000.0	985	23	1	Car
Application_689986307	2	7000.0	0	16	1	Car
Application_1776194345	2	6000.0	0	16	1	Existingloantakeover
Application_693677145	0	15000.0	960	156	2	Caravan/Camper
Application_368615757	0	19000.0	912	125	2	Car
Application_1269488724	0	10000.0	1020	26	1	Car
Application_1780440993	2	25000.0	0	19	2	Car
Application_1885719658	2	10000.0	0	7	1	Notspeficied
Application_1239468939	0	20000.0	815	26	1	Car
Application_821603347	0	20000.0	1012	23	1	Car
Application_245918757	0	5000.0	947	55	1	Other,seeexplanation
Application_883909682	2	30000.0	0	19	2	Homeimprovement
Application_632850152	0	30000.0	0	242	2	Existingloantakeover
Application_856082345	2	21000.0	0	1	1	Car
Application_226728881	2	5000.0	0	16	1	Car
Application_1235563609	0	30000.0	1037	10	1	Extraspendinglimit
Application_1551653862	0	5000.0	601	25	1	Car
Application_883168549	0	30000.0	0	5	1	Homeimprovement
Application_659706171	2	35000.0	0	88	1	Remainingdebthome
Application_1742304085	0	0.0	939	8	1	Unknown
Application_1832124960	2	5000.0	0	1	1	Homeimprovement
Application_1920728966	0	0.0	852	5	1	Unknown
Application_1219016966	0	15000.0	956	10	1	Car
Application_94138888	0	10000.0	1035	2	1	Homeimprovement
Application_1588507950	0	6500.0	901	10	1	Existingloantakeover
Application_1365322822	1	5000.0	0	44	1	Car
Application_602726641	0	10000.0	1019	2	1	Homeimprovement
Application_1759034501	2	16000.0	0	4	1	Remainingdebthome
Application_1847144238	0	25000.0	860	11	1	Homeimprovement
Application_2089789032	0	0.0	739	21	1	Unknown
Application_2053368847	0	21200.0	905	21	1	Existingloantakeover
Application_596689115	0	10000.0	831	603	3	Homeimprovement
Application_2042672074	0	20000.0	0	5	1	Car
Application_1726660043	2	14000.0	0	1	1	Car
Application_1468710626	2	60000.0	0	142	1	Existingloantakeover
Application_464795990	0	0.0	0	5	1	Extraspendinglimit
Application_1278957199	0	15000.0	991	189	2	Homeimprovement
Application_1502074864	2	29300.0	0	482	1	Existingloantakeover
Application_296709253	2	10000.0	0	118	2	Homeimprovement
Application_966040717	2	0.0	0	4	1	Car
Application_1787917053	0	15000.0	886	15	1	Other,seeexplanation
Application_110545677	2	15000.0	0	1	1	Homeimprovement
Application_1802626941	2	20000.0	0	1	1	Car
Application_1484449962	2	25000.0	0	16	1	Car
Application_1105999061	0	15000.0	942	6	1	Other,seeexplanation
Application_1046656489	2	20000.0	0	168	4	Car
Application_1475732478	0	25000.0	1037	506	2	Homeimprovement
Application_774833086	2	12500.0	0	2878	4	Homeimprovement
Application_108884184	0	25000.0	863	6	1	Existingloantakeover
Application_724249522	1	55000.0	0	102	1	Car
Application_1348555436	2	0.0	0	4	1	Unknown
Application_76447144	0	32000.0	873	861	1	Existingloantakeover
Application_352892926	0	17500.0	1005	2879	2	Car
Application_816226672	0	0.0	1006	8	1	Unknown
Application_2036273868	1	6750.0	0	581	2	Existingloantakeover
Application_2047897708	0	10000.0	716	2	1	Notspeficied
Application_666102668	2	10000.0	0	1	1	Car
Application_1748806969	0	75000.0	972	8	1	Other,seeexplanation
Application_1246655594	0	7500.0	919	2880	2	Car
Application_1847299616	0	25000.0	0	5	1	Homeimprovement
Application_1497859391	2	0.0	0	33	2	Unknown
Application_35950487	0	35000.0	903	104	2	Existingloantakeover
Application_622002299	0	11000.0	832	68	2	Car
Application_179625523	0	7000.0	612	10	1	Boat
Application_2012273095	0	10000.0	986	3	1	Other,seeexplanation
Application_757500338	2	15000.0	0	1	1	Existingloantakeover
Application_1163719541	0	35000.0	902	39	1	Caravan/Camper
Application_1335505547	0	0.0	703	10	1	Other,seeexplanation
Application_80774857	0	60000.0	792	57	1	Homeimprovement
Application_442799052	1	40000.0	0	89	1	Car
Application_265258042	2	15000.0	0	1	1	Homeimprovement
Application_1516558369	2	25000.0	0	4	1	Homeimprovement
Application_1339452313	2	25000.0	0	13	1	Other,seeexplanation
Application_1496630650	2	25000.0	0	1	1	Caravan/Camper
Application_1273372917	0	0.0	895	677	3	Existingloantakeover
Application_1393191614	0	0.0	711	218	1	Homeimprovement
Application_668942386	1	5000.0	0	109	1	Car
Application_755828719	2	0.0	0	4	1	Unknown
Application_1269840349	2	7500.0	0	1	1	Car
Application_1615126132	0	12500.0	0	5	1	Homeimprovement
Application_1826765816	2	5000.0	0	1	1	Homeimprovement
Application_2108840438	0	0.0	849	2881	1	Existingloantakeover
Application_1066900597	2	15000.0	0	4	1	Other,seeexplanation
Application_742461102	0	15000.0	901	571	2	Existingloantakeover
Application_30900295	0	0.0	964	12	1	Unknown
Application_1537300058	2	0.0	0	2882	2	Unknown
Application_1069591379	2	25000.0	0	4	1	Existingloantakeover
Application_454651352	0	10000.0	806	3	1	Homeimprovement
Application_898775036	0	5000.0	1028	6	1	Homeimprovement
Application_67412078	2	9000.0	0	7	1	Car
Application_248663819	2	5000.0	0	1	1	Existingloantakeover
Application_446685304	0	0.0	728	2883	2	Unknown
Application_1197880442	2	15000.0	0	7	1	Car
Application_536519866	1	5000.0	0	20	1	Car
Application_233920391	0	37000.0	913	17	1	Car
Application_392732686	1	17000.0	0	20	1	Car
Application_251017299	1	6000.0	0	20	1	Existingloantakeover
Application_1324853522	2	15000.0	0	1	1	Existingloantakeover
Application_1898346910	0	55000.0	885	236	1	Existingloantakeover
Application_118530696	0	10000.0	918	3	1	Car
Application_1909816908	0	5000.0	808	2	1	Extraspendinglimit
Application_1892496318	0	30000.0	793	12	1	Remainingdebthome
Application_1330111637	0	14500.0	726	12	1	Other,seeexplanation
Application_2045844721	0	46000.0	896	10	1	Existingloantakeover
Application_1327880091	0	20000.0	897	623	1	Existingloantakeover
Application_570864752	0	10000.0	719	3	1	Caravan/Camper
Application_1463890637	0	0.0	781	22	1	Existingloantakeover
Application_1197315890	2	10000.0	0	4	1	Car
Application_839059484	0	50000.0	874	848	2	Other,seeexplanation
Application_619297703	2	15000.0	0	63	1	Car
Application_396344900	0	24000.0	896	2	1	Car
Application_1291048951	0	6000.0	1042	48	1	Car
Application_1186039715	0	40000.0	859	23	1	Homeimprovement
Application_1472696186	0	14000.0	0	5	1	Car
Application_1249249307	0	11000.0	885	25	1	Car
Application_199159396	0	5000.0	865	2884	2	Car
Application_1687564315	0	5000.0	1102	55	1	Existingloantakeover
Application_2045613534	0	15000.0	1037	2885	2	Homeimprovement
Application_1891037414	0	10000.0	1067	90	1	Car
Application_470246220	0	5000.0	1071	8	1	Car
Application_1515064385	2	14000.0	0	105	1	Caravan/Camper
Application_1895860682	0	18000.0	0	39	1	Taxpayments
Application_1660718701	0	5000.0	1064	3	1	Other,seeexplanation
Application_2115235106	0	10000.0	1019	219	2	Other,seeexplanation
Application_1159531449	2	31200.0	0	1	1	Existingloantakeover
Application_432952688	0	16000.0	951	2	1	Homeimprovement
Application_2104824738	0	5000.0	835	23	1	Homeimprovement
Application_791095088	2	15000.0	0	16	1	Homeimprovement
Application_1198981104	1	5000.0	0	2886	2	Homeimprovement
Application_596460742	1	7750.0	0	18	1	Car
Application_819701415	0	5000.0	1016	3	1	Homeimprovement
Application_1765381475	2	13000.0	0	1	1	Homeimprovement
Application_834229371	2	5000.0	0	179	1	Homeimprovement
Application_331943537	0	15000.0	1061	3	1	Extraspendinglimit
Application_17416347	2	25000.0	0	2887	4	Car
Application_212828596	0	10000.0	678	48	1	Car
Application_24262449	0	45300.0	969	15	1	Existingloantakeover
Application_1052472769	0	40000.0	949	2	1	Boat
Application_1376417984	2	15000.0	0	1	1	Car
Application_1314856511	0	10000.0	847	55	1	Existingloantakeover
Application_1761565261	1	7500.0	0	9	1	Existingloantakeover
Application_1992633988	2	5000.0	0	30	1	Existingloantakeover
Application_1585386179	0	0.0	0	2888	1	Other,seeexplanation
Application_832298180	0	75000.0	0	12	1	Homeimprovement
Application_1390090629	2	7000.0	0	16	1	Car
Application_2085692123	0	8000.0	899	2889	3	Homeimprovement
Application_396328991	0	0.0	818	52	1	Unknown
Application_1049029610	2	0.0	0	13	1	Car
Application_316306867	2	11000.0	0	2890	1	Car
Application_2036467555	2	0.0	0	27	2	Unknown
Application_148897910	0	10000.0	774	52	1	Existingloantakeover
Application_318306614	0	17500.0	923	2891	3	Remainingdebthome
Application_1775934155	0	0.0	805	2892	2	Existingloantakeover
Application_1903003307	2	0.0	0	2893	1	Unknown
Application_1112341019	2	0.0	0	13	1	Caravan/Camper
Application_1470253605	0	0.0	0	12	1	Other,seeexplanation
Application_2101184520	2	35000.0	0	16	1	Homeimprovement
Application_1471061836	0	0.0	897	22	1	Unknown
Application_1829078276	0	0.0	0	12	1	Homeimprovement
Application_540142110	0	15000.0	781	26	1	Existingloantakeover
Application_67524882	1	25000.0	0	78	1	Existingloantakeover
Application_1111109233	2	15000.0	0	1	1	Other,seeexplanation
Application_768333251	0	32500.0	926	2894	2	Existingloantakeover
Application_1631913542	2	12500.0	0	1	1	Car
Application_1188583215	0	16500.0	858	2	1	Existingloantakeover
Application_52302394	0	10000.0	727	2	1	Homeimprovement
Application_376847764	1	5000.0	0	2895	1	Car
Application_594800690	0	12000.0	784	856	2	Remainingdebthome
Application_1677525801	2	5000.0	0	1	1	Car
Application_320852784	0	5000.0	990	2896	2	Existingloantakeover
Application_129510068	2	7000.0	0	1	1	Car
Application_201219153	0	39000.0	833	5	1	Homeimprovement
Application_1353821060	0	15000.0	890	31	1	Car
Application_1273537767	2	6700.0	0	16	1	Extraspendinglimit
Application_2069622628	2	5000.0	0	14	2	Car
Application_1844943444	2	75000.0	0	220	2	Homeimprovement
Application_1786111798	0	5000.0	943	450	2	Other,seeexplanation
Application_1394691776	0	20000.0	998	10	1	Existingloantakeover
Application_1082692565	2	10000.0	0	16	1	Other,seeexplanation
Application_325627553	2	10000.0	0	1	1	Homeimprovement
Application_1968521535	0	18500.0	1064	29	1	Homeimprovement
Application_1477671193	0	25000.0	887	23	1	Existingloantakeover
Application_2126672400	1	8500.0	0	606	1	Remainingdebthome
Application_1754137741	2	15000.0	0	4	1	Car
Application_93978123	0	25000.0	1070	23	1	Car
Application_2040360182	0	8000.0	924	10	1	Car
Application_165933824	2	12500.0	0	16	1	Homeimprovement
Application_797676186	0	40000.0	948	241	2	Homeimprovement
Application_201608764	2	20000.0	0	1	1	Car
Application_122255389	2	25000.0	0	7	1	Existingloantakeover
Application_1287195311	2	10000.0	0	1	1	Existingloantakeover
Application_2085304191	0	35000.0	934	26	1	Existingloantakeover
Application_1139121680	0	5300.0	1051	3	1	Homeimprovement
Application_1854482075	0	16500.0	813	21	1	Existingloantakeover
Application_1097183316	1	20000.0	0	2897	1	Homeimprovement
Application_1031708893	2	15000.0	0	1	1	Homeimprovement
Application_2101114607	1	25000.0	0	9	1	Other,seeexplanation
Application_1387333584	0	14690.0	957	58	2	Homeimprovement
Application_1133480312	0	0.0	861	21	1	Unknown
Application_775309158	0	5000.0	857	55	1	Homeimprovement
Application_433205372	0	5000.0	768	10	1	Homeimprovement
Application_1214212874	1	15000.0	0	9	1	Car
Application_1048872077	2	0.0	0	62	1	Unknown
Application_699327024	0	0.0	772	10	1	Unknown
Application_130761111	0	15000.0	790	43	1	Remainingdebthome
Application_517850949	0	20000.0	888	2898	2	Car
Application_379504129	2	7000.0	0	88	1	Car
Application_701210560	1	5000.0	0	20	1	Homeimprovement
Application_2132530543	1	7500.0	0	18	1	Homeimprovement
Application_704173434	1	15000.0	0	2899	1	Other,seeexplanation
Application_437326171	2	8000.0	0	14	2	Other,seeexplanation
Application_121688281	0	260000.0	710	2	1	Existingloantakeover
Application_514742953	0	12000.0	903	15	1	Homeimprovement
Application_763197226	0	60000.0	876	2900	3	Boat
Application_1460061930	2	5000.0	0	7	1	Other,seeexplanation
Application_1733768258	0	15000.0	0	12	1	Other,seeexplanation
Application_2091798360	0	20000.0	820	2901	2	Homeimprovement
Application_1943497450	1	5000.0	0	9	1	Car
Application_1386986736	0	7500.0	901	873	2	Other,seeexplanation
Application_301307706	0	8200.0	986	2	1	Car
Application_945895230	0	52900.0	876	53	2	Existingloantakeover
Application_1731458298	1	5000.0	0	2902	1	Notspeficied
Application_1863738487	2	20000.0	0	2903	5	Car
Application_692987194	0	20500.0	855	17	1	Remainingdebthome
Application_789885577	1	6000.0	0	929	1	Other,seeexplanation
Application_1723223190	0	6000.0	1099	6	1	Caravan/Camper
Application_1938110978	0	29000.0	822	29	1	Homeimprovement
Application_765017487	2	10000.0	0	1	1	Car
Application_1334031128	2	19000.0	0	1	1	Homeimprovement
Application_1144367673	0	10000.0	1056	3	1	Car
Application_870067958	0	35000.0	1022	6	1	Homeimprovement
Application_554175753	0	40000.0	983	15	1	Homeimprovement
Application_957582239	0	15000.0	988	26	1	Car
Application_1340929542	2	16000.0	0	45	2	Notspeficied
Application_222815188	1	25000.0	0	231	3	Other,seeexplanation
Application_419508950	0	5000.0	1082	3	1	Car
Application_1020826018	2	5000.0	0	1	1	Existingloantakeover
Application_955393908	0	15000.0	974	2904	4	Existingloantakeover
Application_445576375	2	5250.0	0	1	1	Other,seeexplanation
Application_163036129	0	5000.0	837	28	2	Car
Application_1478847316	0	30000.0	844	2905	2	Existingloantakeover
Application_779868535	1	5000.0	0	9	1	Other,seeexplanation
Application_846444951	1	5000.0	0	18	1	Existingloantakeover
Application_197705635	2	10000.0	0	1	1	Car
Application_378791403	2	0.0	0	4	1	Existingloantakeover
Application_625364710	0	13000.0	760	35	1	Existingloantakeover
Application_1004817800	2	15000.0	0	2906	4	Homeimprovement
Application_623074670	2	5000.0	0	364	2	Car
Application_1317761457	2	0.0	0	365	2	Unknown
Application_1001854554	2	27000.0	0	1	1	Car
Application_1697411932	0	10000.0	831	6	1	Homeimprovement
Application_1767758317	0	0.0	1022	10	1	Unknown
Application_2076554332	0	0.0	883	315	1	Homeimprovement
Application_293805107	0	25000.0	860	2	1	Homeimprovement
Application_1291812084	0	5000.0	1011	825	3	Car
Application_1447758920	0	17600.0	978	980	3	Homeimprovement
Application_1700511835	0	10000.0	922	3	1	Car
Application_1857372237	0	0.0	673	8	1	Unknown
Application_376101267	1	66000.0	0	18	1	Existingloantakeover
Application_1257250417	0	0.0	803	51	2	Homeimprovement
Application_941235036	0	34000.0	932	555	2	Remainingdebthome
Application_1366797715	0	20500.0	0	5	1	Homeimprovement
Application_1982074482	0	7250.0	780	32	1	Existingloantakeover
Application_1602918140	0	7500.0	893	271	2	Motorcycle
Application_1925308985	0	15000.0	986	15	1	Other,seeexplanation
Application_493378651	2	18000.0	0	7	1	Existingloantakeover
Application_1932955716	1	5000.0	0	78	1	Homeimprovement
Application_1574985137	2	10000.0	0	14	2	Car
Application_2089083803	2	12500.0	0	45	2	Car
Application_723970393	2	0.0	0	4	1	Unknown
Application_531651101	0	25000.0	870	6	1	Homeimprovement
Application_502223690	0	15000.0	931	55	1	Car
Application_1234521135	2	15000.0	0	141	1	Existingloantakeover
Application_940672229	0	20000.0	0	5	1	Car
Application_1589800058	2	17500.0	0	4	1	Remainingdebthome
Application_467958893	0	50000.0	801	1047	2	Car
Application_283197712	2	7500.0	0	1	1	Homeimprovement
Application_38051402	2	10000.0	0	4	1	Homeimprovement
Application_936164937	2	35000.0	0	4	1	Homeimprovement
Application_1608955984	0	10000.0	909	2907	2	Extraspendinglimit
Application_1652642622	0	16000.0	1004	43	1	Car
Application_1268135902	0	40000.0	856	8	1	Homeimprovement
Application_1378703224	2	10000.0	0	1	1	Car
Application_42882475	2	5000.0	0	1	1	Car
Application_135572216	0	30000.0	841	15	1	Existingloantakeover
Application_79530579	2	10000.0	0	14	2	Homeimprovement
Application_513242596	0	15000.0	922	6	1	Homeimprovement
Application_728147762	2	37200.0	0	4	1	Car
Application_860326740	0	5000.0	885	2908	1	Homeimprovement
Application_724675883	0	50000.0	923	21	1	Other,seeexplanation
Application_581464082	0	26500.0	0	5	1	Car
Application_488063987	0	11500.0	992	8	1	Remainingdebthome
Application_2139299948	0	30000.0	852	546	3	Homeimprovement
Application_1459650735	0	30000.0	874	2909	2	Homeimprovement
Application_1792419203	0	6000.0	763	8	1	Motorcycle
Application_1579838351	2	5000.0	0	7	1	Other,seeexplanation
Application_48378078	0	30000.0	1025	17	1	Other,seeexplanation
Application_267552072	0	5000.0	702	237	1	Car
Application_1465279640	1	75000.0	0	443	2	Homeimprovement
Application_1429983350	0	5000.0	1056	34	2	Existingloantakeover
Application_2145184299	2	65000.0	0	1	1	Other,seeexplanation
Application_1129813517	0	5000.0	846	31	1	Car
Application_1202186730	0	10000.0	874	2910	2	Homeimprovement
Application_183205870	0	17000.0	0	12	1	Car
Application_164710414	1	25000.0	0	758	2	Existingloantakeover
Application_747538337	2	10000.0	0	1	1	Car
Application_498927525	0	7500.0	1004	6	1	Remainingdebthome
Application_502634987	0	20000.0	0	12	1	Other,seeexplanation
Application_1434317361	0	15000.0	752	32	1	Car
Application_890786605	2	23200.0	0	1	1	Car
Application_1462753483	1	25000.0	0	44	1	Extraspendinglimit
Application_2044127692	0	12500.0	0	12	1	Car
Application_1391166438	0	10000.0	832	978	2	Homeimprovement
Application_1838182698	0	0.0	0	2911	3	Car
Application_1165595037	2	0.0	0	4	1	Unknown
Application_1466181991	0	10000.0	932	22	1	Existingloantakeover
Application_398699160	0	24000.0	818	212	2	Existingloantakeover
Application_1103943576	1	30500.0	0	9	1	Other,seeexplanation
Application_1611473438	2	20000.0	0	1	1	Car
Application_2051551258	2	60000.0	0	264	1	Other,seeexplanation
Application_1953648387	2	25000.0	0	1	1	Car
Application_952230284	1	15000.0	0	102	1	Homeimprovement
Application_2016098013	2	10000.0	0	1	1	Homeimprovement
Application_1078140856	0	5000.0	851	43	1	Motorcycle
Application_311889726	0	10000.0	960	35	1	Car
Application_536560234	0	55000.0	1064	2912	1	Existingloantakeover
Application_342422790	2	8000.0	0	1	1	Homeimprovement
Application_1997359367	0	15000.0	892	50	1	Homeimprovement
Application_1850895978	2	5000.0	0	123	2	Existingloantakeover
Application_2040592119	2	20000.0	0	1	1	Car
Application_1041373076	0	5000.0	1027	2	1	Other,seeexplanation
Application_750667463	0	15000.0	954	205	2	Homeimprovement
Application_899962817	0	6000.0	1001	139	1	Car
Application_114118006	2	50000.0	0	1	1	Existingloantakeover
Application_31681283	0	19000.0	984	6	1	Existingloantakeover
Application_477589807	0	21000.0	898	341	2	Homeimprovement
Application_344093777	2	25000.0	0	16	1	Caravan/Camper
Application_18292630	0	37500.0	819	228	3	Other,seeexplanation
Application_1848540504	0	28000.0	0	5	1	Homeimprovement
Application_1391286962	0	0.0	0	12	1	Unknown
Application_691956166	0	25000.0	0	5	1	Car
Application_906947009	2	15000.0	0	13	1	Homeimprovement
Application_156785821	2	21000.0	0	13	1	Existingloantakeover
Application_192954463	2	5000.0	0	121	1	Car
Application_1990430478	0	7100.0	756	21	1	Existingloantakeover
Application_169388172	1	18200.0	0	20	1	Existingloantakeover
Application_742900885	0	25000.0	903	2913	2	Existingloantakeover
Application_315339851	0	7000.0	1007	3	1	Homeimprovement
Application_1243262572	2	20000.0	0	4	1	Homeimprovement
Application_1670722958	2	5000.0	0	1	1	Homeimprovement
Application_1454051089	0	8000.0	985	630	1	Remainingdebthome
Application_1987948537	0	35000.0	962	36	2	Car
Application_1669003717	0	0.0	871	127	1	Unknown
Application_1793652948	2	75000.0	0	1	1	Existingloantakeover
Application_1604007401	1	5000.0	0	44	1	Other,seeexplanation
Application_1229329574	2	10000.0	0	1	1	Other,seeexplanation
Application_162186579	0	7000.0	1018	2	1	Existingloantakeover
Application_1670001855	0	0.0	938	95	1	Homeimprovement
Application_1792537332	2	6000.0	0	27	2	Existingloantakeover
Application_2123005105	1	8000.0	0	18	1	Existingloantakeover
Application_1982391656	2	10000.0	0	1	1	Homeimprovement
Application_1968028154	2	15000.0	0	16	1	Car
Application_1606677659	2	5000.0	0	1	1	Homeimprovement
Application_684151184	2	5000.0	0	1	1	Other,seeexplanation
Application_1252849665	2	22500.0	0	94	1	Unknown
Application_1401670101	1	25000.0	0	54	2	Homeimprovement
Application_702025577	2	15000.0	0	16	1	Existingloantakeover
Application_1051823047	0	6500.0	1065	2	1	Car
Application_1818763604	0	20000.0	0	1098	2	Extraspendinglimit
Application_1776954023	0	17000.0	971	43	1	Existingloantakeover
Application_1034882659	0	17000.0	799	225	2	Existingloantakeover
Application_708803408	2	17250.0	0	13	1	Homeimprovement
Application_1089786433	2	75000.0	0	365	2	Homeimprovement
Application_165314066	2	8000.0	0	1085	2	Other,seeexplanation
Application_1348885388	0	15000.0	902	21	1	Homeimprovement
